id,floresta
11341,2
11342,3
11343,6
11344,2
11345,3
11346,4
11347,7
11348,7
11349,2
11350,3
11351,4
11352,3
11353,1
11354,6
11355,4
11356,5
11357,6
11358,5
11359,6
11360,3
11361,3
11362,6
11363,5
11364,2
11365,5
11366,6
11367,4
11368,5
11369,6
11370,2
11371,5
11372,6
11373,4
11374,3
11375,1
11376,6
11377,4
11378,2
11379,1
11380,1
11381,2
11382,4
11383,3
11384,6
11385,1
11386,5
11387,5
11388,4
11389,6
11390,6
11391,6
11392,5
11393,7
11394,4
11395,7
11396,2
11397,3
11398,4
11399,5
11400,4
11401,3
11402,3
11403,4
11404,2
11405,3
11406,1
11407,3
11408,6
11409,7
11410,3
11411,1
11412,2
11413,2
11414,4
11415,1
11416,4
11417,4
11418,3
11419,7
11420,4
11421,5
11422,1
11423,1
11424,6
11425,2
11426,4
11427,2
11428,2
11429,1
11430,7
11431,3
11432,4
11433,1
11434,7
11435,6
11436,1
11437,1
11438,1
11439,6
11440,1
11441,6
11442,6
11443,3
11444,6
11445,7
11446,7
11447,3
11448,6
11449,2
11450,5
11451,5
11452,6
11453,5
11454,5
11455,1
11456,1
11457,7
11458,7
11459,1
11460,1
11461,7
11462,1
11463,6
11464,7
11465,3
11466,7
11467,5
11468,1
11469,7
11470,7
11471,6
11472,3
11473,4
11474,4
11475,1
11476,4
11477,2
11478,1
11479,7
11480,1
11481,1
11482,2
11483,2
11484,2
11485,4
11486,7
11487,2
11488,3
11489,2
11490,1
11491,1
11492,5
11493,5
11494,2
11495,3
11496,5
11497,4
11498,6
11499,3
11500,7
11501,5
11502,6
11503,1
11504,2
11505,6
11506,5
11507,5
11508,7
11509,7
11510,3
11511,6
11512,2
11513,1
11514,1
11515,7
11516,1
11517,4
11518,7
11519,6
11520,5
11521,7
11522,7
11523,3
11524,1
11525,5
11526,4
11527,4
11528,3
11529,6
11530,2
11531,5
11532,3
11533,2
11534,5
11535,2
11536,1
11537,1
11538,6
11539,7
11540,6
11541,4
11542,2
11543,1
11544,5
11545,6
11546,6
11547,2
11548,2
11549,5
11550,7
11551,7
11552,3
11553,3
11554,6
11555,1
11556,7
11557,4
11558,4
11559,3
11560,1
11561,4
11562,1
11563,7
11564,7
11565,1
11566,5
11567,6
11568,6
11569,3
11570,4
11571,7
11572,7
11573,2
11574,2
11575,6
11576,6
11577,6
11578,4
11579,2
11580,6
11581,2
11582,7
11583,4
11584,5
11585,5
11586,3
11587,6
11588,4
11589,2
11590,5
11591,7
11592,7
11593,6
11594,5
11595,1
11596,7
11597,4
11598,5
11599,1
11600,5
11601,1
11602,6
11603,1
11604,6
11605,7
11606,7
11607,6
11608,7
11609,2
11610,3
11611,3
11612,5
11613,2
11614,6
11615,1
11616,5
11617,2
11618,2
11619,2
11620,3
11621,4
11622,4
11623,3
11624,7
11625,4
11626,6
11627,7
11628,5
11629,6
11630,1
11631,1
11632,2
11633,5
11634,3
11635,1
11636,7
11637,5
11638,7
11639,4
11640,2
11641,1
11642,4
11643,2
11644,2
11645,4
11646,4
11647,1
11648,3
11649,2
11650,7
11651,1
11652,5
11653,5
11654,3
11655,1
11656,3
11657,4
11658,7
11659,5
11660,5
11661,7
11662,6
11663,1
11664,4
11665,2
11666,4
11667,4
11668,6
11669,5
11670,2
11671,2
11672,3
11673,1
11674,5
11675,5
11676,1
11677,3
11678,1
11679,7
11680,2
11681,2
11682,5
11683,6
11684,4
11685,1
11686,7
11687,1
11688,7
11689,5
11690,4
11691,3
11692,1
11693,6
11694,5
11695,7
11696,7
11697,1
11698,6
11699,1
11700,4
11701,5
11702,4
11703,1
11704,1
11705,4
11706,6
11707,2
11708,4
11709,4
11710,2
11711,2
11712,5
11713,1
11714,5
11715,6
11716,7
11717,4
11718,4
11719,6
11720,6
11721,5
11722,1
11723,2
11724,7
11725,2
11726,1
11727,6
11728,5
11729,2
11730,1
11731,3
11732,3
11733,5
11734,4
11735,4
11736,2
11737,3
11738,2
11739,7
11740,1
11741,3
11742,7
11743,3
11744,1
11745,4
11746,7
11747,7
11748,1
11749,3
11750,5
11751,6
11752,1
11753,7
11754,3
11755,7
11756,2
11757,4
11758,1
11759,2
11760,5
11761,3
11762,4
11763,3
11764,7
11765,1
11766,1
11767,3
11768,1
11769,6
11770,4
11771,3
11772,6
11773,1
11774,6
11775,5
11776,5
11777,4
11778,1
11779,6
11780,7
11781,4
11782,4
11783,1
11784,2
11785,6
11786,2
11787,3
11788,2
11789,2
11790,5
11791,3
11792,4
11793,6
11794,7
11795,2
11796,7
11797,1
11798,3
11799,7
11800,4
11801,6
11802,7
11803,7
11804,2
11805,2
11806,3
11807,1
11808,4
11809,7
11810,4
11811,7
11812,6
11813,4
11814,6
11815,6
11816,2
11817,6
11818,1
11819,6
11820,7
11821,3
11822,3
11823,6
11824,5
11825,5
11826,3
11827,3
11828,7
11829,7
11830,5
11831,6
11832,3
11833,5
11834,6
11835,1
11836,2
11837,2
11838,6
11839,5
11840,1
11841,7
11842,5
11843,1
11844,2
11845,2
11846,3
11847,2
11848,5
11849,7
11850,3
11851,3
11852,5
11853,4
11854,1
11855,5
11856,5
11857,5
11858,4
11859,1
11860,7
11861,6
11862,5
11863,6
11864,2
11865,3
11866,2
11867,3
11868,1
11869,4
11870,4
11871,5
11872,2
11873,2
11874,1
11875,6
11876,1
11877,7
11878,5
11879,6
11880,7
11881,3
11882,3
11883,1
11884,6
11885,7
11886,3
11887,6
11888,1
11889,3
11890,6
11891,1
11892,2
11893,3
11894,7
11895,5
11896,4
11897,5
11898,2
11899,3
11900,7
11901,5
11902,6
11903,7
11904,4
11905,5
11906,6
11907,2
11908,5
11909,7
11910,3
11911,7
11912,2
11913,4
11914,5
11915,2
11916,3
11917,2
11918,6
11919,2
11920,2
11921,3
11922,6
11923,4
11924,3
11925,2
11926,4
11927,2
11928,4
11929,7
11930,7
11931,2
11932,1
11933,4
11934,6
11935,2
11936,7
11937,2
11938,5
11939,1
11940,2
11941,5
11942,1
11943,7
11944,5
11945,2
11946,7
11947,7
11948,1
11949,1
11950,5
11951,6
11952,6
11953,6
11954,5
11955,6
11956,2
11957,6
11958,5
11959,6
11960,1
11961,1
11962,6
11963,3
11964,6
11965,5
11966,6
11967,5
11968,2
11969,6
11970,7
11971,4
11972,6
11973,3
11974,3
11975,4
11976,6
11977,5
11978,1
11979,1
11980,4
11981,4
11982,5
11983,2
11984,3
11985,5
11986,5
11987,6
11988,6
11989,6
11990,4
11991,3
11992,5
11993,3
11994,7
11995,5
11996,4
11997,1
11998,4
11999,5
12000,4
12001,4
12002,2
12003,2
12004,1
12005,5
12006,1
12007,4
12008,2
12009,1
12010,5
12011,6
12012,4
12013,5
12014,1
12015,7
12016,2
12017,7
12018,6
12019,4
12020,7
12021,5
12022,6
12023,3
12024,2
12025,1
12026,6
12027,2
12028,3
12029,2
12030,6
12031,1
12032,6
12033,2
12034,6
12035,5
12036,6
12037,7
12038,3
12039,1
12040,6
12041,4
12042,3
12043,5
12044,4
12045,3
12046,5
12047,1
12048,2
12049,1
12050,1
12051,3
12052,7
12053,2
12054,3
12055,6
12056,4
12057,7
12058,2
12059,4
12060,1
12061,2
12062,1
12063,1
12064,5
12065,6
12066,5
12067,4
12068,7
12069,4
12070,3
12071,4
12072,2
12073,4
12074,2
12075,2
12076,2
12077,5
12078,5
12079,6
12080,6
12081,5
12082,7
12083,1
12084,5
12085,2
12086,4
12087,1
12088,4
12089,4
12090,6
12091,2
12092,1
12093,4
12094,3
12095,2
12096,7
12097,5
12098,6
12099,2
12100,7
12101,6
12102,2
12103,6
12104,4
12105,6
12106,2
12107,5
12108,5
12109,1
12110,1
12111,3
12112,4
12113,6
12114,6
12115,7
12116,6
12117,5
12118,5
12119,5
12120,6
12121,5
12122,5
12123,3
12124,1
12125,5
12126,1
12127,6
12128,7
12129,5
12130,1
12131,2
12132,5
12133,3
12134,5
12135,5
12136,6
12137,3
12138,4
12139,6
12140,5
12141,3
12142,5
12143,4
12144,6
12145,7
12146,4
12147,5
12148,5
12149,1
12150,3
12151,4
12152,2
12153,6
12154,7
12155,4
12156,3
12157,1
12158,6
12159,7
12160,4
12161,7
12162,6
12163,5
12164,1
12165,1
12166,5
12167,4
12168,2
12169,5
12170,4
12171,5
12172,5
12173,6
12174,7
12175,6
12176,4
12177,6
12178,5
12179,1
12180,2
12181,3
12182,3
12183,2
12184,5
12185,7
12186,1
12187,3
12188,5
12189,6
12190,4
12191,6
12192,7
12193,7
12194,3
12195,4
12196,6
12197,6
12198,5
12199,3
12200,2
12201,6
12202,6
12203,1
12204,6
12205,2
12206,5
12207,1
12208,3
12209,7
12210,7
12211,1
12212,1
12213,5
12214,3
12215,1
12216,1
12217,4
12218,3
12219,5
12220,3
12221,5
12222,2
12223,7
12224,2
12225,2
12226,4
12227,3
12228,4
12229,2
12230,1
12231,4
12232,3
12233,7
12234,6
12235,7
12236,2
12237,3
12238,2
12239,7
12240,4
12241,7
12242,3
12243,4
12244,1
12245,6
12246,2
12247,7
12248,4
12249,6
12250,4
12251,4
12252,3
12253,2
12254,6
12255,4
12256,2
12257,2
12258,3
12259,1
12260,4
12261,5
12262,7
12263,2
12264,3
12265,7
12266,2
12267,5
12268,4
12269,6
12270,3
12271,5
12272,3
12273,4
12274,7
12275,4
12276,6
12277,4
12278,2
12279,5
12280,1
12281,4
12282,6
12283,5
12284,7
12285,3
12286,2
12287,1
12288,6
12289,4
12290,6
12291,7
12292,3
12293,7
12294,6
12295,3
12296,4
12297,4
12298,1
12299,3
12300,5
12301,2
12302,7
12303,4
12304,5
12305,1
12306,5
12307,6
12308,1
12309,7
12310,3
12311,3
12312,1
12313,4
12314,3
12315,5
12316,2
12317,6
12318,2
12319,2
12320,2
12321,4
12322,4
12323,3
12324,2
12325,2
12326,6
12327,2
12328,7
12329,6
12330,1
12331,7
12332,5
12333,4
12334,6
12335,5
12336,1
12337,4
12338,3
12339,5
12340,7
12341,4
12342,6
12343,2
12344,6
12345,1
12346,7
12347,7
12348,7
12349,3
12350,2
12351,2
12352,1
12353,4
12354,5
12355,3
12356,5
12357,4
12358,4
12359,7
12360,5
12361,2
12362,7
12363,7
12364,3
12365,2
12366,7
12367,6
12368,7
12369,1
12370,4
12371,1
12372,6
12373,1
12374,6
12375,2
12376,7
12377,6
12378,5
12379,2
12380,1
12381,1
12382,6
12383,5
12384,6
12385,2
12386,7
12387,3
12388,5
12389,7
12390,6
12391,3
12392,5
12393,6
12394,6
12395,1
12396,5
12397,2
12398,2
12399,6
12400,7
12401,5
12402,4
12403,4
12404,4
12405,6
12406,7
12407,3
12408,2
12409,5
12410,2
12411,7
12412,2
12413,7
12414,2
12415,3
12416,1
12417,7
12418,4
12419,3
12420,4
12421,2
12422,6
12423,5
12424,3
12425,6
12426,1
12427,6
12428,1
12429,6
12430,7
12431,7
12432,7
12433,1
12434,1
12435,3
12436,4
12437,7
12438,1
12439,6
12440,6
12441,3
12442,4
12443,2
12444,2
12445,6
12446,1
12447,1
12448,6
12449,5
12450,1
12451,6
12452,6
12453,1
12454,1
12455,3
12456,5
12457,1
12458,1
12459,4
12460,1
12461,1
12462,3
12463,5
12464,1
12465,3
12466,1
12467,3
12468,5
12469,2
12470,1
12471,4
12472,7
12473,5
12474,2
12475,2
12476,2
12477,1
12478,5
12479,7
12480,1
12481,7
12482,4
12483,7
12484,4
12485,1
12486,7
12487,1
12488,1
12489,4
12490,4
12491,1
12492,4
12493,5
12494,2
12495,1
12496,7
12497,1
12498,2
12499,5
12500,7
12501,2
12502,4
12503,5
12504,5
12505,1
12506,1
12507,2
12508,2
12509,4
12510,6
12511,1
12512,7
12513,7
12514,1
12515,4
12516,6
12517,1
12518,3
12519,1
12520,3
12521,3
12522,7
12523,6
12524,1
12525,3
12526,1
12527,2
12528,1
12529,3
12530,7
12531,5
12532,2
12533,4
12534,2
12535,6
12536,4
12537,5
12538,2
12539,1
12540,4
12541,6
12542,7
12543,7
12544,6
12545,7
12546,4
12547,3
12548,5
12549,6
12550,6
12551,7
12552,5
12553,4
12554,4
12555,6
12556,5
12557,7
12558,7
12559,7
12560,5
12561,6
12562,6
12563,4
12564,7
12565,6
12566,5
12567,2
12568,2
12569,7
12570,1
12571,2
12572,6
12573,1
12574,6
12575,7
12576,3
12577,4
12578,6
12579,5
12580,7
12581,4
12582,4
12583,2
12584,2
12585,5
12586,4
12587,2
12588,4
12589,3
12590,2
12591,3
12592,1
12593,7
12594,7
12595,4
12596,1
12597,2
12598,5
12599,5
12600,4
12601,3
12602,5
12603,2
12604,2
12605,6
12606,5
12607,2
12608,3
12609,1
12610,6
12611,2
12612,5
12613,4
12614,2
12615,5
12616,7
12617,2
12618,2
12619,5
12620,6
12621,7
12622,2
12623,6
12624,1
12625,6
12626,1
12627,1
12628,7
12629,1
12630,1
12631,1
12632,7
12633,1
12634,1
12635,2
12636,6
12637,2
12638,7
12639,6
12640,2
12641,2
12642,2
12643,1
12644,6
12645,1
12646,5
12647,6
12648,4
12649,5
12650,1
12651,4
12652,4
12653,7
12654,2
12655,4
12656,4
12657,4
12658,2
12659,6
12660,1
12661,3
12662,6
12663,6
12664,7
12665,2
12666,3
12667,1
12668,2
12669,6
12670,6
12671,4
12672,6
12673,2
12674,7
12675,5
12676,1
12677,5
12678,5
12679,1
12680,7
12681,7
12682,6
12683,3
12684,1
12685,4
12686,4
12687,4
12688,3
12689,2
12690,2
12691,1
12692,3
12693,1
12694,2
12695,2
12696,5
12697,6
12698,2
12699,6
12700,7
12701,2
12702,7
12703,1
12704,6
12705,3
12706,3
12707,6
12708,7
12709,1
12710,2
12711,4
12712,1
12713,5
12714,4
12715,6
12716,1
12717,3
12718,6
12719,7
12720,4
12721,1
12722,4
12723,1
12724,2
12725,1
12726,6
12727,5
12728,7
12729,4
12730,6
12731,6
12732,2
12733,4
12734,5
12735,2
12736,6
12737,6
12738,7
12739,2
12740,2
12741,5
12742,3
12743,6
12744,2
12745,4
12746,1
12747,7
12748,7
12749,6
12750,4
12751,4
12752,7
12753,4
12754,7
12755,4
12756,6
12757,1
12758,5
12759,7
12760,2
12761,4
12762,2
12763,2
12764,1
12765,2
12766,6
12767,1
12768,5
12769,3
12770,4
12771,7
12772,6
12773,4
12774,6
12775,7
12776,1
12777,3
12778,5
12779,7
12780,2
12781,4
12782,3
12783,4
12784,1
12785,2
12786,2
12787,6
12788,4
12789,5
12790,5
12791,5
12792,1
12793,4
12794,1
12795,4
12796,7
12797,2
12798,1
12799,1
12800,7
12801,6
12802,4
12803,7
12804,3
12805,4
12806,4
12807,7
12808,6
12809,5
12810,7
12811,1
12812,3
12813,5
12814,5
12815,5
12816,4
12817,1
12818,5
12819,3
12820,5
12821,5
12822,1
12823,4
12824,4
12825,7
12826,4
12827,4
12828,7
12829,7
12830,6
12831,7
12832,5
12833,2
12834,2
12835,4
12836,7
12837,7
12838,1
12839,3
12840,6
12841,3
12842,1
12843,1
12844,7
12845,7
12846,7
12847,2
12848,5
12849,6
12850,3
12851,4
12852,1
12853,6
12854,3
12855,6
12856,4
12857,5
12858,3
12859,4
12860,1
12861,5
12862,1
12863,3
12864,6
12865,4
12866,6
12867,3
12868,3
12869,7
12870,7
12871,1
12872,6
12873,3
12874,2
12875,7
12876,1
12877,2
12878,1
12879,7
12880,7
12881,4
12882,2
12883,6
12884,1
12885,6
12886,5
12887,6
12888,5
12889,2
12890,3
12891,3
12892,7
12893,2
12894,3
12895,5
12896,6
12897,7
12898,7
12899,3
12900,1
12901,5
12902,5
12903,3
12904,3
12905,3
12906,3
12907,1
12908,4
12909,7
12910,5
12911,3
12912,1
12913,1
12914,5
12915,7
12916,2
12917,5
12918,7
12919,6
12920,4
12921,1
12922,2
12923,4
12924,3
12925,1
12926,2
12927,1
12928,3
12929,4
12930,7
12931,1
12932,1
12933,5
12934,5
12935,6
12936,2
12937,7
12938,5
12939,5
12940,5
12941,6
12942,5
12943,5
12944,5
12945,5
12946,2
12947,6
12948,4
12949,1
12950,1
12951,5
12952,6
12953,6
12954,5
12955,4
12956,6
12957,2
12958,4
12959,1
12960,2
12961,1
12962,4
12963,2
12964,1
12965,4
12966,7
12967,4
12968,5
12969,3
12970,1
12971,5
12972,7
12973,6
12974,4
12975,7
12976,4
12977,7
12978,6
12979,1
12980,6
12981,6
12982,7
12983,7
12984,2
12985,3
12986,1
12987,7
12988,3
12989,1
12990,6
12991,6
12992,3
12993,5
12994,3
12995,5
12996,7
12997,7
12998,4
12999,5
13000,4
13001,6
13002,1
13003,7
13004,1
13005,1
13006,4
13007,5
13008,4
13009,3
13010,3
13011,1
13012,7
13013,4
13014,1
13015,5
13016,3
13017,6
13018,2
13019,6
13020,2
13021,3
13022,6
13023,4
13024,6
13025,6
13026,5
13027,4
13028,4
13029,6
13030,6
13031,2
13032,2
13033,5
13034,4
13035,4
13036,4
13037,2
13038,2
13039,4
13040,5
13041,3
13042,6
13043,7
13044,3
13045,7
13046,7
13047,7
13048,6
13049,1
13050,2
13051,4
13052,3
13053,2
13054,6
13055,5
13056,7
13057,3
13058,4
13059,6
13060,6
13061,6
13062,5
13063,6
13064,6
13065,7
13066,7
13067,6
13068,2
13069,1
13070,3
13071,5
13072,2
13073,3
13074,1
13075,1
13076,7
13077,2
13078,1
13079,5
13080,4
13081,5
13082,7
13083,5
13084,2
13085,5
13086,1
13087,1
13088,5
13089,1
13090,7
13091,7
13092,5
13093,5
13094,1
13095,1
13096,6
13097,6
13098,4
13099,5
13100,1
13101,2
13102,7
13103,7
13104,5
13105,1
13106,6
13107,4
13108,6
13109,3
13110,2
13111,4
13112,7
13113,2
13114,2
13115,3
13116,1
13117,3
13118,4
13119,4
13120,1
13121,6
13122,7
13123,4
13124,5
13125,6
13126,4
13127,6
13128,4
13129,1
13130,3
13131,1
13132,4
13133,3
13134,1
13135,4
13136,7
13137,1
13138,7
13139,2
13140,2
13141,6
13142,6
13143,7
13144,2
13145,4
13146,1
13147,2
13148,7
13149,7
13150,4
13151,5
13152,2
13153,7
13154,1
13155,7
13156,5
13157,5
13158,7
13159,2
13160,7
13161,1
13162,5
13163,6
13164,5
13165,3
13166,5
13167,1
13168,7
13169,5
13170,3
13171,5
13172,1
13173,7
13174,5
13175,7
13176,4
13177,1
13178,2
13179,6
13180,1
13181,3
13182,5
13183,7
13184,7
13185,6
13186,6
13187,4
13188,1
13189,2
13190,2
13191,4
13192,5
13193,6
13194,7
13195,5
13196,7
13197,5
13198,7
13199,3
13200,7
13201,2
13202,1
13203,7
13204,3
13205,7
13206,4
13207,7
13208,5
13209,7
13210,3
13211,6
13212,4
13213,1
13214,1
13215,2
13216,6
13217,2
13218,5
13219,4
13220,5
13221,7
13222,3
13223,7
13224,5
13225,1
13226,5
13227,7
13228,3
13229,3
13230,3
13231,7
13232,4
13233,3
13234,2
13235,7
13236,3
13237,4
13238,6
13239,1
13240,6
13241,4
13242,5
13243,7
13244,6
13245,2
13246,3
13247,4
13248,6
13249,6
13250,5
13251,6
13252,6
13253,2
13254,7
13255,4
13256,6
13257,4
13258,7
13259,4
13260,6
13261,7
13262,5
13263,4
13264,2
13265,4
13266,2
13267,5
13268,6
13269,4
13270,3
13271,2
13272,6
13273,4
13274,4
13275,1
13276,3
13277,5
13278,3
13279,2
13280,7
13281,4
13282,4
13283,5
13284,4
13285,3
13286,1
13287,6
13288,4
13289,3
13290,7
13291,7
13292,7
13293,1
13294,6
13295,3
13296,6
13297,6
13298,4
13299,7
13300,5
13301,5
13302,4
13303,2
13304,4
13305,6
13306,1
13307,1
13308,3
13309,3
13310,4
13311,2
13312,3
13313,4
13314,1
13315,1
13316,6
13317,3
13318,4
13319,2
13320,6
13321,3
13322,7
13323,7
13324,4
13325,5
13326,2
13327,2
13328,6
13329,6
13330,7
13331,6
13332,1
13333,2
13334,5
13335,7
13336,2
13337,2
13338,6
13339,1
13340,1
13341,6
13342,1
13343,3
13344,6
13345,6
13346,1
13347,5
13348,7
13349,5
13350,1
13351,2
13352,5
13353,3
13354,1
13355,5
13356,4
13357,2
13358,5
13359,6
13360,5
13361,7
13362,1
13363,5
13364,6
13365,1
13366,2
13367,3
13368,5
13369,4
13370,2
13371,2
13372,7
13373,2
13374,4
13375,2
13376,1
13377,7
13378,4
13379,5
13380,4
13381,2
13382,6
13383,2
13384,7
13385,4
13386,2
13387,6
13388,3
13389,6
13390,1
13391,5
13392,3
13393,4
13394,1
13395,4
13396,4
13397,4
13398,2
13399,6
13400,4
13401,1
13402,4
13403,7
13404,2
13405,7
13406,6
13407,7
13408,3
13409,6
13410,7
13411,5
13412,7
13413,4
13414,4
13415,5
13416,5
13417,1
